transfer_date,amount,reference_number,outcome_code
20240808,10000,004ab6200d024bd1afa8e737480f2b27,0000
20240808,10000,ef69daea20b04a01ad5e1fb82bd91ce9,0000
20240808,10000,57bc072b47e24ae1acf4711df833eeb8,0000
20240808,10000,34d2723757594578b487731ccc086225,0000
20240808,10000,a2e56304a7eb4583828d8dd26dfaeeeb,0000
20240808,10000,24c9076d9b4a430888e17e78797d4a8d,0000
20240808,10000,ad6a10aeb2ba4c48827384b74098e40d,0000
20240808,10000,ee92e7eb40304e6a997b08857d4252ce,0000
20240808,10000,9b4f5b9be2cb4987a6c152635b433998,0000
20240808,10000,3468e51cf1be47b889ea7250db54c808,0000
20240808,10000,d7cfeb8abe794cbfb1c3e5b2e47ad521,0000
20240808,10000,eb81e1fb29ae4e5b880f87abaf7c989c,0000
20240808,10000,62c6b2aceff0490498eec94c67594e7a,0000
20240808,10000,8720f2ac25cc420381d7fe297ef3ad38,0000
20240808,10000,729854b78ed34bec8d803f4fcfd4536f,0000
20240808,10000,3c0160dc56f54cafa1ecb7b171d9783b,0000
20240808,10000,8713fba011af41babd9ebc63f239e889,0000
20240808,10000,5c316636e50f48ceaee703cd84ef8748,0000
20240808,10000,cbc1983f9e8844118d6410a6e3cd242c,0000
20240808,10000,509d2ec4d93f443ba7e5bff0de07aae7,0000
20240808,10000,8b2ee29daf154c3c88325e0f8fa63439,0000
20240808,10000,4dcf31545f8d45ba8b9f6afc1359de4e,0000
20240808,10000,13c428897cbe4643b8f6eb9b3ed439e7,0000
20240808,10000,ddc514fd020942fa80a04c2847d2ec60,0000
20240808,10000,e3bb2944cf2247cd87c8a0e78e10f9a9,0000
20240808,10000,79c13cc60934455b85505f2455bd2994,0000
20240808,10000,2a6409ac79c246d6bd50990171054a6a,0000
20240808,10000,7003dfff679749bbb854fd6a264ef861,0000
20240808,10000,7a0fd59253c2460e9a066ccb4dd94f8d,0000
20240808,10000,2f553dae655b46728ffa92e9b74153fd,0000
20240808,10000,6f9a8bc42bef4e328b0d3ebfd79ff726,0000
20240808,10000,8db2538a2e524bcd9ff416d0b68c3c2c,0000
20240808,10000,72ee38defb344ec1b70d04aebf1fab16,0000
20240808,10000,5276bb12833b4504b703e7172fbc17a1,0000
20240808,10000,7e919f86e4464fea9aeab1505451c9d7,0000
20240808,10000,7c4e51061cf548f8af97cb69d7538c0b,0000
20240808,10000,6551993195034d23a39aa952cb4f96c8,0000
20240808,10000,ebe5934f78c54603a44cdcd70987a2de,0000
20240808,10000,9526f4d3a29740ecb0a88740423d436f,0000
20240808,10000,6c6cd3a0dd6d4221ae794ab170a2610d,0000
20240808,10000,3bbeda0c05c84ab2afe8ee35723fa1fd,0000
20240808,10000,09eb79dad27046029c7c60f354f32a17,0000
